"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"269108519","Standard ","6","Direct Billed to Insured","Pre-paid","N","42548","37","1984","CHEV C30         ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","48","48","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","9.5","Hybrid","N","N","20-50","2006","Y","N","135.68","0","0.0","0.0","0.0","0.0"
"270941019","Standard ","6","Direct Billed to Insured","Pre-paid","N","42988","30","1996","BUIK CENTURY SP  ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","100-300","50000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","71","71","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","429","9.0","Standard","N","Y","100-200","2006","Y","N","287.26","0","0.0","0.0","0.0","0.0"
"271332919","Standard ","6","Direct Billed to Insured","Installment","N","43665","31","2004","SUZU VITARA LX   ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Not Applicable","Y","3","-1","100-300","100000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","32","32","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","436","9.5","Standard","N","Y","100-200","2006","Y","N","219.14","0","0.0","0.0","0.0","0.0"
"271504719","Standard ","6","Direct Billed to Insured","Pre-paid","N","42852","35","2004","FORD F-150 HERI  ","Standard","-1","11","99","Work    ","4","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","25-50  ","25000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","9.5","Preferred","N","Y","20-50","2006","Y","N","425.06","0","0.0","0.0","0.0","0.0"
"271855919","Standard ","6","Direct Billed to Insured","Pre-paid","N","42876","35","1989","FORD F150        ","Standard","-1","11","2","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","16","16","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Eligible for Good Student Credit    ","0","Y","Y","Y","428","9.5","Standard","N","N","20-50","2006","Y","N","254.4","0","0.0","0.0","0.0","0.0"
"271916519","Standard ","6","Direct Billed to Insured","Installment","N","42447","35","2001","GMC  YKNXL 1500  ","Standard","0","12","99","Business","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","-1","","-1","Y","300000","Y","500","1","1","0","0","1","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","9.1","Preferred","Y","Y","","2006","Y","N","596.78","1","54.5","2.0","54.5","0.09"
"272336018","Standard ","6","Direct Billed to Insured","Installment","Y","42878","35","1997","TYTA 4RUNNERSR5  ","Standard","-1","18","99","Work    ","10","5","Unknown","Alarm Only","Y","9","1000","100-300","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","428","8.8","Standard","Y","N","100-200","2006","Y","N","522.58","0","0.0","0.0","0.0","0.0"
"272552121","Standard ","6","Direct Billed to Insured","Installment","Y","43764","20","1995","FORD ASPIRE      ","Standard","-1","12","99","Work    ","12","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","47","47","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","437","9.6","Hybrid","N","N","20-50","2006","Y","N","160.06","0","0.0","0.0","0.0","0.0"
"272968118","Standard ","6","Direct Billed to Insured","Pre-paid","N","43368","31","1987","FORD RANGER      ","Standard","-1","8","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","5000","25-50  ","25000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","65","71","0","0","0","0","0","0","1","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","433","9.0","Hybrid","N","N","20-50","2006","Y","N","111.3","0","0.0","0.0","0.0","0.0"
"273167319","Standard ","6","Direct Billed to Insured","Installment","N","42851","35","2003","CHEV TRLBZEXTLT  ","Standard","-1","12","2","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","50-100 ","50000","N","-1","Y","1000","2","1","1","2","0","0","0","2","2","17","18","2","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","N","Y","428","9.5","Preferred","N","Y","40-100 ","2006","Y","N","854.36","0","0.0","0.0","0.0","0.0"
"273634121","Standard ","6","Direct Billed to Insured","Installment","Y","43346","31","2002","FORD FOCUSE-ZTW  ","Standard","-1","14","1","Work    ","1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","433","8.7","Hybrid","N","N","20-50","2006","Y","N","148.4","0","0.0","0.0","0.0","0.0"
"274164118","Standard ","6","Direct Billed to Insured","Pre-paid","N","43861","31","1996","DODG DAKOTA      ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","35000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","438","9.0","Preferred","N","N","40-100 ","2006","Y","N","126.14","0","0.0","0.0","0.0","0.0"
"274296819","Standard ","6","Direct Billed to Insured","Pre-paid","N","42568","30","1993","FORD TAURUS GL   ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","62","63","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","9.5","Hybrid","N","N","20-50","2006","Y","N","116.6","0","0.0","0.0","0.0","0.0"
"274643219","Standard ","6","Direct Billed to Insured","Installment","N","42756","31","2001","CHEV SILVER1500  ","Standard","-1","14","1","Work    ","10","5","Unknown","Not Applicable","Y","6","-1","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","51","55","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","9.0","Preferred","Y","Y","20-50","2006","Y","N","391.14","0","0.0","0.0","0.0","0.0"
"274673220","Preferred","6","Direct Billed to Insured","Installment","Y","43749","20","1988","CHEV VAN         ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","","-1","Y","75000","N","-1","1","1","0","0","1","0","1","0","1","77","77","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","437","8.8","Hybrid","N","N","","2006","Y","N","273.48","0","0.0","0.0","0.0","0.0"
"275008217","Preferred","6","Direct Billed to Insured","Installment","N","43441","31","2000","BUIK LESABRE CU  ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","Y","7","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","65","65","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","434","8.5","Standard","N","Y","20-50","2006","Y","N","404.92","0","0.0","0.0","0.0","0.0"
"275091617","Standard ","6","Direct Billed to Insured","Installment","N","43898","31","2000","INFI I30-I30T    ","Standard","-1","20","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","8.5","Standard","Y","Y","100-200","2006","Y","N","342.38","0","0.0","0.0","0.0","0.0"
"275130717","Standard ","6","Direct Billed to Insured","Pre-paid","N","42862","35","1994","GMC  SUBRBN1500  ","Standard","-1","15","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","250-500","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","8.5","Hybrid","N","N","100-400","2006","Y","N","154.76","0","0.0","0.0","0.0","0.0"
"275237117","Standard ","6","Direct Billed to Insured","Pre-paid","N","43661","31","1984","CHEV S10         ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","436","8.5","Non-standard","N","N","20-50","2006","Y","N","120.84","0","0.0","0.0","0.0","0.0"
"275272218","Preferred","6","Direct Billed to Insured","Installment","Y","42480","32","1994","FORD T BIRD LX   ","Standard","-1","8","3","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","100-300","50000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","17","17","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","8.8","Preferred","N","N","100-200","2006","Y","N","519.4","1","1443.64","2.0","1443.64","2.78"
"275370818","Standard ","6","Direct Billed to Insured","Pre-paid","N","42995","30","1997","DODG RAM PU1500  ","Standard","-1","13","1","Farm    ","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","9.0","Standard","Y","Y","20-50","2006","Y","N","252.28","0","0.0","0.0","0.0","0.0"
"275617217","Standard ","6","Direct Billed to Insured","Installment","N","43092","35","2001","KIA  SPT-EX-LTD  ","Standard","-1","14","2","Pleasure","-1","5","Unknown","Alarm Only","Y","6","-1","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","55","60","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","8.5","Hybrid","Y","Y","20-50","2006","Y","N","364.64","0","0.0","0.0","0.0","0.0"
"275915319","Standard ","6","Direct Billed to Insured","Installment","Y","43353","26","2005","CHRY TOWN & COU  ","Standard","-1","6","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","26","26","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","9.1","Non-standard","N","Y","40-100 ","2006","Y","N","343.44","0","0.0","0.0","0.0","0.0"
"275935218","Standard ","6","Direct Billed to Insured","Pre-paid","N","43910","31","1986","CHEV C10         ","Standard","-1","7","99","Work    ","10","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","439","9.0","Standard","N","N","20-50","2006","Y","N","137.8","0","0.0","0.0","0.0","0.0"
"276476319","Standard ","6","Direct Billed to Insured","Installment","N","43011","35","2005","HOND ACCORD LX   ","High","-1","13","1","Pleasure","-1","5","Unknown","Alarm Only","Y","2","1000","50-100 ","50000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","430","9.0","Hybrid","N","Y","40-100 ","2006","Y","N","519.4","0","0.0","0.0","0.0","0.0"
"277103720","Standard ","6","Direct Billed to Insured","Installment","Y","42965","35","1996","DODG STRATUS     ","Standard","-1","8","99","Work    ","16","5","Unknown","Not Applicable","Y","9","5000","100-300","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","8.8","Hybrid","Y","N","100-200","2006","Y","N","481.24","0","0.0","0.0","0.0","0.0"
"277564520","Standard ","6","Direct Billed to Insured","Pre-paid","Y","43437","31","2006","PONT VIBE        ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","9.2","Hybrid","Y","Y","20-50","2006","Y","N","401.74","0","0.0","0.0","0.0","0.0"
"277779719","Standard ","6","Direct Billed to Insured","Installment","Y","43382","31","2002","FORD WINDSTRSEL  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","30","30","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","8.8","Standard","Y","Y","20-50","2006","Y","N","323.3","0","0.0","0.0","0.0","0.0"
"277994717","Standard ","6","Direct Billed to Insured","Installment","N","42946","30","2006","CHEV SILVERADO   ","Intermediate","-1","11","99","Farm    ","-1","5","Unknown","Active Disabling","Y","1","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","8.5","Hybrid","Y","Y","100-200","2006","Y","N","355.1","0","0.0","0.0","0.0","0.0"
"278076422","Standard ","6","Direct Billed to Insured","Installment","N","42370","35","1997","GMC  SIERRA1500  ","Standard","-1","11","1","Work    ","8","5","Unknown","Active Disabling","Y","9","1000","50-100 ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","423","8.7","Hybrid","N","N","40-100 ","2006","Y","N","140.98","0","0.0","0.0","0.0","0.0"
"278404918","Standard ","6","Direct Billed to Insured","Pre-paid","N","42806","31","2000","CHEV VENTURE     ","Standard","-1","8","1","Farm    ","-1","5","Unknown","Alarm Only","Y","8","1000","100-300","50000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","78","78","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","9.0","Hybrid","Y","Y","100-200","2006","Y","N","269.24","1","640.0","2.0","640.0","2.38"
"278421417","Standard ","6","Direct Billed to Insured","Pre-paid","N","42804","31","1989","DODG DAKOTA      ","Standard","-1","8","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","1000","100-300","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","8.5","Standard","N","N","100-200","2006","Y","N","115.54","0","0.0","0.0","0.0","0.0"
"278567918","Standard ","6","Direct Billed to Insured","Pre-paid","N","42851","35","2000","TYTA SIENLE-XLE  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","Y","8","-1","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","9.0","Preferred","Y","Y","100-200","2006","Y","N","328.6","0","0.0","0.0","0.0","0.0"
"278810017","Standard ","6","Direct Billed to Insured","Installment","N","43092","35","2006","CHEV IMPALA SS   ","High","-1","14","99","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","8.5","Hybrid","N","Y","40-100 ","2006","Y","N","546.96","0","0.0","0.0","0.0","0.0"
"279263517","Standard ","6","Direct Billed to Insured","Installment","N","42950","30","1997","NSSN PKP-XE-SE   ","Standard","-1","16","99","Work    ","12","5","Unknown","Not Applicable","Y","9","-1","100-300","100000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","429","8.5","Preferred","N","N","100-200","2006","Y","N","157.94","0","0.0","0.0","0.0","0.0"
"279299117","Standard ","6","Direct Billed to Insured","Pre-paid","N","44046","31","2002","CHEV SILVER1500  ","Standard","-1","14","1","Farm    ","-1","5","Unknown","Not Applicable","Y","5","5000","50-100 ","35000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","71","71","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","440","8.5","Preferred","Y","Y","40-100 ","2006","N","N","124.23","0","0.0","0.0","0.0","0.0"
"279632217","Standard ","6","Direct Billed to Insured","Pre-paid","N","42524","35","1966","CHEV PU TRUCK    ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","100-300","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","70","70","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","8.5","Standard","N","N","100-200","2006","Y","N","172.78","0","0.0","0.0","0.0","0.0"
